Unnamed: 0,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,possession_team_id,team_id,player_id,off_camera
0,50c03fd8-acaf-4d5b-ba93-02a677f78ee1,269,1,00:05:33.191,5,33,Dispossessed,9,Netherlands,From Free Kick,Netherlands,Cody Mathès Gakpo,Left Wing,"[57.1, 6.7]",0.0,True,['e62eccc0-800a-40e2-8461-fca5629a49ad'],3942819,941,941,20750,
1,733186ad-4aa5-4c4e-9290-4b90a2aac136,280,1,00:05:37.472,5,37,Dispossessed,10,England,Regular Play,England,Harry Kane,Center Forward,"[88.6, 47.0]",0.0,True,['e45dab64-d490-4265-8eaf-df5ba69bba03'],3942819,768,768,10955,
2,c55c1238-0513-4a3a-87bf-c206e9904c30,339,1,00:06:37.860,6,37,Dispossessed,11,Netherlands,Regular Play,England,Declan Rice,Left Defensive Midfield,"[35.8, 11.1]",0.0,True,['e7818b20-973e-4f32-83d5-a6bdebdc2b09'],3942819,941,768,3943,
3,3b50050b-63ae-4c23-806d-72c5a2917dc2,430,1,00:12:30.165,12,30,Dispossessed,16,Netherlands,From Free Kick,Netherlands,Donyell Malen,Right Wing,"[51.9, 77.9]",0.0,True,['fb632052-fa38-4fcc-a2a6-d7462e5b65e8'],3942819,941,941,15582,
4,e3c19664-b046-457e-83c7-9d5a255f6e11,627,1,00:21:36.803,21,36,Dispossessed,25,Netherlands,Regular Play,Netherlands,Memphis Depay,Center Forward,"[32.5, 7.5]",0.0,True,"['3febc498-a2d9-40f8-ac09-f227872ea445', 'fe81c088-d774-41a1-8682-195f1994cae9']",3942819,941,941,2988,
5,2d624a32-e887-4089-93f4-e23adf725ff7,798,1,00:25:03.775,25,3,Dispossessed,31,Netherlands,Regular Play,Netherlands,Denzel Dumfries,Right Back,"[40.5, 58.1]",0.0,True,"['48fbfe3b-7c08-4ebc-be83-74300726237f', '83a5e111-991f-44cb-9e33-40fad186cc7b']",3942819,941,941,8125,
6,338fcf01-b10c-4ad9-affe-cf0cee336a2d,920,1,00:27:30.617,27,30,Dispossessed,33,England,Regular Play,England,Jude Bellingham,Left Attacking Midfield,"[97.8, 41.9]",0.0,True,['7185e06e-b6fd-461b-bf20-42c2872d64b8'],3942819,768,768,30714,
7,a6622e30-5b8d-4bd1-bb57-15a6f0342f90,1447,1,00:42:59.393,42,59,Dispossessed,48,England,From Throw In,England,Jude Bellingham,Left Attacking Midfield,"[102.7, 4.8]",0.0,True,['cc03d7e1-9f46-432a-a40d-384903c07053'],3942819,768,768,30714,
8,70df0969-cf81-4ded-9146-22201410bace,1888,2,00:04:29.244,49,29,Dispossessed,60,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[33.1, 4.3]",0.0,True,"['73b291fb-a3b1-4baa-928b-fd750e363aad', 'f8f9e435-0460-4fe8-b117-8f36994ba1b2']",3942819,768,768,3943,
9,11c0d502-4f4f-46e0-bfcb-1b4082e68983,1914,2,00:05:22.190,50,22,Dispossessed,62,Netherlands,Regular Play,Netherlands,Xavi Simons,Right Wing,"[41.6, 60.7]",0.0,True,['019558ae-be55-44f2-93c9-ea80162703c3'],3942819,941,941,39167,
10,ef050eff-5e62-4a45-82e6-cdd9b5c99859,2039,2,00:08:00.102,53,0,Dispossessed,65,England,From Throw In,England,Harry Kane,Center Forward,"[93.7, 31.2]",0.0,True,['fa9afede-0e6a-4ac1-80b4-89015da6274c'],3942819,768,768,10955,
11,a0c63b9e-d84e-408b-9dfe-74fa06329deb,2108,2,00:10:12.848,55,12,Dispossessed,69,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[70.2, 6.6]",0.0,True,['f7cffd61-7973-46cc-a1e9-4b53a476afc8'],3942819,768,768,3943,
12,6c2bf6fa-b22b-4e37-b596-13d1f2097e00,3119,2,00:37:08.622,82,8,Dispossessed,98,England,Regular Play,England,Ollie Watkins,Center Forward,"[79.3, 26.9]",0.0,True,['21a57b28-ea83-45c2-958e-5ec00e402a97'],3942819,768,768,4760,
13,da227be3-8bb5-4a41-aa11-2e19a0e7172b,3249,2,00:39:12.342,84,12,Dispossessed,101,Netherlands,Regular Play,Netherlands,Denzel Dumfries,Right Back,"[33.2, 71.5]",0.0,True,['dca34305-22cc-40a7-95db-3c58c649c546'],3942819,941,941,8125,
14,fe4f5b11-6a15-407f-b23b-78d0b37b8368,32,1,00:00:59.244,0,59,Dispossessed,4,Spain,From Throw In,Spain,Daniel Carvajal Ramos,Right Back,"[69.8, 78.1]",0.0,True,['723f41ed-88af-4d72-805f-a7a6345fc060'],3943043,772,772,5721,
15,0f1711dd-6461-4166-88fe-003731fccf49,39,1,00:01:01.153,1,1,Dispossessed,4,Spain,From Throw In,England,Phil Foden,Center Attacking Midfield,"[56.6, 1.8]",0.0,True,"['038062b3-1cbf-48be-ad0a-294fc7993369', 'b724a034-ff37-4d29-9af0-644da1153b40']",3943043,772,768,4354,
16,8ce3409a-b1a8-42fd-bee2-d8cde3a793bc,62,1,00:01:31.930,1,31,Dispossessed,4,Spain,From Throw In,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[98.3, 65.4]",0.0,True,"['1c44701f-2b15-464c-960f-313ede65d9a1', 'c5115b58-889a-45d3-81aa-337cb70d625b']",3943043,772,772,316046,
17,b52b3c14-278b-4fed-b3c8-513c09ac486d,86,1,00:01:53.324,1,53,Dispossessed,6,Spain,Regular Play,Spain,Daniel Carvajal Ramos,Right Back,"[33.5, 76.8]",0.0,True,['3c74f200-a550-4263-b131-4c1812884c64'],3943043,772,772,5721,
18,8eaf881f-e49b-4b48-a4ca-0a21f7b8ddb8,546,1,00:14:32.419,14,32,Dispossessed,26,England,From Throw In,England,Phil Foden,Center Attacking Midfield,"[62.7, 6.5]",0.0,True,"['2e1ff646-de0d-48c3-b451-15475c819692', '40b4bbf2-7e91-43de-8444-1799dfef1316', 'ffb2a405-db34-4ce6-9e3b-8a867a9fd1ea']",3943043,768,768,4354,
19,8c48f2b7-1215-465b-aa67-2bc8d635021a,947,1,00:24:26.240,24,26,Dispossessed,41,Spain,Regular Play,Spain,Álvaro Borja Morata Martín,Center Forward,"[49.8, 12.6]",0.0,True,['e8b80580-007e-41a4-a53a-6c8197dc168a'],3943043,772,772,3477,
20,cc8f98ad-5fc7-4c48-9950-b60a437ac444,953,1,00:24:33.120,24,33,Dispossessed,42,England,Regular Play,England,Bukayo Saka,Right Wing,"[98.2, 70.7]",0.0,True,['076ccd2f-97cc-42d0-819b-12e9068500d0'],3943043,768,768,22084,
21,28f51421-b289-4c0e-941b-fbc248bbab6e,1094,1,00:28:34.102,28,34,Dispossessed,46,England,From Keeper,England,Jude Bellingham,Left Wing,"[105.7, 2.4]",0.0,True,"['993a7079-6698-464e-829e-8fb6d26b6e88', 'f028014b-755f-411a-aa29-9152311d34f3']",3943043,768,768,30714,
22,67c1f417-b4df-4898-8f44-a2ad4f73799e,1104,1,00:28:51.195,28,51,Dispossessed,47,Spain,From Throw In,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[19.7, 78.1]",0.0,True,['1763e770-f7d0-4f67-8d11-ff672d1abb66'],3943043,772,772,6655,
23,57e84566-9f4a-4b93-81e8-11e679d996dc,1205,1,00:32:18.437,32,18,Dispossessed,54,Spain,Regular Play,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[27.6, 54.0]",0.0,True,['0e1998e6-8fd3-4d97-b783-f9e5098505c6'],3943043,772,772,6655,
24,798606ef-3240-4a34-a1ba-6d81e14a3770,1259,1,00:33:32.034,33,32,Dispossessed,56,Spain,Other,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[114.8, 61.8]",0.0,True,"['2d3a5d4c-6ed9-429d-945f-58a08151bba0', '943db132-fc58-459f-a80e-06f8d7afcdbe']",3943043,772,772,316046,
25,990a5dbb-966d-4558-b5b9-92d96c469543,1397,1,00:37:40.545,37,40,Dispossessed,60,Spain,Regular Play,England,Jude Bellingham,Left Wing,"[34.4, 28.2]",0.0,True,['c5992040-f9b7-45fd-b5aa-a611658d1911'],3943043,772,768,30714,
26,a06c700f-f1fc-4fb3-bedb-b5672f7f2855,1666,1,00:44:00.251,44,0,Dispossessed,73,Spain,Regular Play,Spain,Daniel Carvajal Ramos,Right Back,"[27.9, 60.7]",0.0,True,['9f18c722-cc2b-4a99-9f82-3854a6a1e327'],3943043,772,772,5721,
27,9105d2d5-e560-4f0f-b1ff-c706e8a398a2,1882,2,00:04:20.533,49,20,Dispossessed,85,Spain,Regular Play,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[57.6, 61.4]",0.0,True,['506cf9a9-a82e-4c85-97db-0299d74d15c8'],3943043,772,772,6655,
28,c29bbffd-94f1-45ad-85f4-252ccd1a2b51,2140,2,00:10:07.248,55,7,Dispossessed,92,Spain,From Throw In,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[104.8, 54.7]",0.0,True,"['1b1ac6a0-5679-4a6f-9018-545dc9534150', '3e12c429-6879-40df-bfdf-462173ebd3f4']",3943043,772,772,316046,
29,021ef93b-0719-4e59-ac8d-28e979909e7a,2269,2,00:13:17.342,58,17,Dispossessed,97,Spain,From Throw In,Spain,Daniel Olmo Carvajal,Center Attacking Midfield,"[54.8, 54.5]",0.0,True,['b01ae001-94db-4d75-9491-059b44c7461c'],3943043,772,772,16532,
30,0a2ee358-96f9-4876-97f8-eeef590d53a0,2363,2,00:14:49.940,59,49,Dispossessed,98,England,Regular Play,Spain,Nicholas Williams Arthuer,Left Wing,"[21.5, 3.6]",0.0,True,['cd38bbe5-6c1b-4710-a041-fb5556b6b739'],3943043,768,772,68574,
31,b0b55bd3-a24f-48fa-b9fd-a9e654783b6f,2380,2,00:15:00.851,60,0,Dispossessed,98,England,Regular Play,England,Luke Shaw,Left Back,"[89.2, 8.4]",0.0,True,"['719ce0b3-42e7-4d27-b1da-a777f44a05b0', 'fd2d7e5c-297d-41dd-8ec7-f375ded10d30']",3943043,768,768,3382,
32,23e623f3-326e-4a97-87e6-84df18fcdfb6,2394,2,00:15:52.307,60,52,Dispossessed,99,England,From Throw In,England,Kobbie Mainoo,Right Defensive Midfield,"[93.1, 47.1]",0.0,True,['0aaddaa7-7234-4b31-91a1-e1ce751ffe3b'],3943043,768,768,99174,
33,073fb815-ddaa-4bff-a493-dedfa5739ae2,2554,2,00:23:04.441,68,4,Dispossessed,108,England,From Goal Kick,England,Kyle Walker,Right Back,"[34.4, 70.6]",0.0,True,"['2b37a07b-39f8-4c0a-a0a5-d79bb7a23d8d', 'e0a8dffc-f8c1-4a1d-b9fe-ac74e53a0aa5']",3943043,768,768,3205,
