Unnamed: 0,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,dribble_outcome,possession_team_id,team_id,player_id,dribble_nutmeg,dribble_overrun,out,dribble_no_touch
0,238f57d8-e404-477e-af41-a07675992d3c,90,1,00:01:44.584,1,44,Dribble,5,England,From Free Kick,England,Kyle Walker,Right Center Back,"[47.3, 59.4]",0.0,True,"['7f29abf9-5ce7-4627-9ccc-3434f8805148', 'ae154c6a-f775-4b23-b059-052bcb6d4732']",3942819,Complete,768,768,3205,,,,
1,11ac2384-a445-4561-b691-9957be6dd287,170,1,00:03:16.327,3,16,Dribble,6,England,From Free Kick,England,Phil Foden,Right Attacking Midfield,"[74.2, 28.6]",0.0,True,"['72bf5aac-89fb-45ed-a131-8871d56cc8e4', 'd3913240-0532-496f-b53f-e90868af23fc']",3942819,Incomplete,768,768,4354,,,,
2,36e46066-8f44-4015-994b-71f1a75be448,353,1,00:08:05.520,8,5,Dribble,12,England,From Kick Off,England,Jude Bellingham,Left Attacking Midfield,"[99.0, 23.9]",0.0,True,['231c2361-d6a2-493e-ada3-b997b7d411bf'],3942819,Incomplete,768,768,30714,,,,
3,70bf293d-3595-470c-822d-df71d3c49efd,1343,1,00:40:23.873,40,23,Dribble,45,England,Regular Play,Netherlands,Cody Mathès Gakpo,Left Wing,"[30.9, 36.7]",0.0,True,"['30a9e25b-3ae9-40a7-9bb8-d5ed5c3cb298', 'bff435ad-4e28-40a1-a1bf-974824e096ea']",3942819,Incomplete,768,941,20750,,,,
4,4aa96064-8c45-4238-b57e-ca247f81ace6,1654,1,00:46:46.809,46,46,Dribble,49,Netherlands,From Keeper,Netherlands,Denzel Dumfries,Right Back,"[100.4, 74.5]",0.0,True,"['0e9fe2f5-a208-430d-9acd-88f0b11ed2c0', 'c8dc3352-6aa0-4b75-b817-7f504fbe7063']",3942819,Incomplete,941,941,8125,,,,
5,8ff61a04-7e4f-46e6-912e-71b2d76be58e,2052,2,00:08:12.804,53,12,Dribble,66,Netherlands,Regular Play,Netherlands,Xavi Simons,Right Wing,"[104.3, 59.2]",0.0,True,"['4b1fc139-abfa-4a8d-9351-59ade444ec4f', 'ba9be752-98a5-44ed-97db-7a83ea9d07a3']",3942819,Incomplete,941,941,39167,,,,
6,331610ef-3770-4aca-8a3f-658727c8d3a4,2130,2,00:10:38.681,55,38,Dribble,71,Netherlands,Regular Play,Netherlands,Nathan Aké,Left Back,"[26.6, 25.0]",0.0,True,"['0364db83-9add-4f76-9d8b-eaf22c0f076c', 'cf221314-66a8-43fd-8969-21eb6bb14852']",3942819,Complete,941,941,3306,,,,
7,f9b2bb2f-7145-4106-80c5-bbcd675f0771,2280,2,00:13:35.665,58,35,Dribble,73,England,From Throw In,England,Harry Kane,Center Forward,"[90.0, 26.9]",0.0,True,['cc07e154-c8eb-45a8-b7ef-5ea42a8e01e3'],3942819,Incomplete,768,768,10955,,,,
8,110cc089-179b-43f5-990d-8eed2c82ce36,2417,2,00:16:35.465,61,35,Dribble,77,England,From Goal Kick,England,Phil Foden,Right Attacking Midfield,"[99.5, 4.3]",0.0,True,"['76600e45-f4e7-40e3-afba-9199998d61c0', 'f258c26f-e90e-4737-afb4-9b93d8b47c74']",3942819,Incomplete,768,768,4354,,,,
9,44096771-0f26-4009-ab59-a44cb085e56b,2539,2,00:21:47.288,66,47,Dribble,86,Netherlands,Regular Play,Netherlands,Wout Weghorst,Center Forward,"[52.6, 29.6]",0.0,True,"['380a19d0-539c-44e0-aeb1-41efb627d6d8', '79861f41-75ca-4128-8626-a16fe3092328']",3942819,Incomplete,941,941,7829,,,,
10,4a1b2556-9f3a-4569-a32a-99c141760b3f,2983,2,00:33:11.173,78,11,Dribble,96,England,From Throw In,Netherlands,Wout Weghorst,Center Forward,"[64.8, 36.3]",0.0,True,['38d43adb-6206-4623-b215-e03f5b88538b'],3942819,Incomplete,768,941,7829,,,,
11,938c7ea5-b7a1-4f90-80eb-3594b45f95c7,3418,2,00:48:19.779,93,19,Dribble,110,Netherlands,From Kick Off,England,Declan Rice,Right Defensive Midfield,"[42.6, 47.9]",0.0,True,"['032a5a12-2f35-4645-aced-6411a8912dd2', '40764e2d-128a-4586-b538-e27f1cee7b8c']",3942819,Complete,941,768,3943,,,,
12,73b54334-29d8-47ef-8fdc-31269256ec07,76,1,00:01:39.129,1,39,Dribble,5,England,Regular Play,England,Luke Shaw,Left Back,"[51.1, 2.4]",0.0,True,['f30cd082-112d-4355-9708-2082263b136b'],3943043,Incomplete,768,768,3382,1.0,,,
13,2fd324ef-d06b-4176-90d1-ffdc0503bc96,358,1,00:07:15.183,7,15,Dribble,13,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[7.5, 56.7]",0.0,True,"['1e1d7703-5df2-4757-9341-09c7391a774a', '2619bf6a-e71a-4bf3-8702-fa4080dac20a']",3943043,Complete,768,768,3943,,,,
14,b2ac76bc-141b-4165-9d88-cf8a4604f719,650,1,00:16:54.951,16,54,Dribble,27,England,From Corner,England,Phil Foden,Center Attacking Midfield,"[99.5, 46.5]",0.0,True,"['015c81c5-89b3-421c-b0fb-8ac584344dfb', 'f991f620-754c-4443-8df8-9452a7fa00b5']",3943043,Incomplete,768,768,4354,,1.0,,
15,3c14bf5b-951e-4f21-b3ec-c4f84194aff9,743,1,00:19:29.038,19,29,Dribble,32,Spain,From Throw In,England,Declan Rice,Left Defensive Midfield,"[56.2, 38.7]",0.0,True,['e6469587-cbf8-413d-9122-ff038b0342dc'],3943043,Incomplete,772,768,3943,,,,
16,c163462b-fc02-4834-89b4-6b24b21eef9d,931,1,00:24:15.663,24,15,Dribble,40,England,From Free Kick,England,Luke Shaw,Left Back,"[104.3, 20.0]",0.0,True,['6b092b89-fce7-43c2-ac4d-09a3c9cc263d'],3943043,Complete,768,768,3382,,,,
