Unnamed: 0,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,match_id,possession_team_id,team_id,player_id,under_pressure,related_events,off_camera,out,ball_recovery_recovery_failure,ball_recovery_offensive
3815,1b4a1e6b-2f65-45db-b54d-12d2973aab8d,3257,2,00:29:11.582,74,11,Ball Recovery,105,England,Regular Play,England,Phil Foden,Left Wing,"[31.8, 1.8]",0.0,3930163,768,768,4354,,['c2eef9f1-4c57-446a-b717-2ef735a53800'],,,,
3816,c108b99a-7c77-4847-9848-27a0c2b85007,3267,2,00:29:20.070,74,20,Ball Recovery,105,England,Regular Play,England,Phil Foden,Left Wing,"[57.9, 2.0]",0.0,3930163,768,768,4354,,,,,,1.0
3817,2fb55c11-6239-434c-8d8b-81f2170ce020,3336,2,00:32:23.820,77,23,Ball Recovery,108,Serbia,From Goal Kick,Serbia,Veljko Birmančević,Right Wing Back,"[110.7, 70.7]",0.0,3930163,786,786,28075,,,,,,
3818,1ab8da69-3b50-40b1-b2e8-4dd660930700,3339,2,00:32:26.520,77,26,Ball Recovery,108,Serbia,From Goal Kick,England,Kieran Trippier,Left Back,"[7.5, 13.2]",0.0,3930163,786,768,3308,,,,,,
3819,48612704-cf3e-49fb-8b93-8b1fd7d66947,3380,2,00:33:05.745,78,5,Ball Recovery,110,Serbia,Regular Play,Serbia,Filip Mladenović,Left Wing Back,"[37.4, 42.0]",0.0,3930163,786,786,7993,,['73b2e047-180f-4b47-8efc-eb254b645d98'],,,,
3820,4b30d6ca-dabc-4914-9c76-166379269748,3394,2,00:33:18.281,78,18,Ball Recovery,111,England,Regular Play,England,Kieran Trippier,Left Back,"[14.4, 7.9]",0.0,3930163,768,768,3308,,,,,,
3821,474bc5d9-339c-4c61-9fb3-83ae79bba23e,3427,2,00:35:21.062,80,21,Ball Recovery,112,Serbia,From Throw In,England,Jordan Pickford,Goalkeeper,"[3.3, 66.7]",0.0,3930163,786,768,3468,,,,,,
3822,96cc1adc-ecc1-409f-b4a0-902fbfa9a510,3474,2,00:36:35.793,81,35,Ball Recovery,113,Serbia,From Free Kick,Serbia,Dušan Vlahović,Right Center Forward,"[97.0, 44.1]",0.0,3930163,786,786,18015,,['6aef2048-f5e7-4c97-907b-72ee259cb987'],,,,
3823,89fc5aa0-f325-4ecd-af33-887f1bc70b77,3482,2,00:37:16.973,82,16,Ball Recovery,114,Serbia,From Corner,Serbia,Veljko Birmančević,Right Wing Back,"[97.3, 32.4]",0.0,3930163,786,786,28075,,,,,,
3824,9350a0ce-5f32-4bf6-a7c7-4963db188f46,3502,2,00:38:16.084,83,16,Ball Recovery,116,Serbia,Regular Play,England,Jarrod Bowen,Right Wing,"[58.6, 69.5]",0.0,3930163,786,768,9640,,,,,1.0,
3825,6046b269-9ed8-49e8-9a4e-a7e3fc6ca009,3585,2,00:39:56.617,84,56,Ball Recovery,121,England,Regular Play,England,Kyle Walker,Right Back,"[37.7, 62.6]",0.0,3930163,768,768,3205,,['aba480e9-4f12-4ce3-b8fb-bdb131992665'],,,,
3826,bdec6bac-e122-446a-be40-1fdf4db95f17,3645,2,00:42:18.097,87,18,Ball Recovery,125,Serbia,Regular Play,Serbia,Veljko Birmančević,Right Wing Back,"[43.3, 15.3]",0.0,3930163,786,786,28075,,['3fd140a2-7d5d-4faf-ada6-8732c2c4452b'],1.0,,,
3827,cc14825f-8771-4d2f-92c3-1f113dcb3cd9,3671,2,00:42:45.702,87,45,Ball Recovery,125,Serbia,Regular Play,England,Harry Kane,Center Forward,"[32.0, 45.8]",0.0,3930163,786,768,10955,,,,,,
3828,3817bd78-fdbe-4826-8fee-37f800a55047,3682,2,00:42:52.200,87,52,Ball Recovery,125,Serbia,Regular Play,England,Jarrod Bowen,Right Midfield,"[31.0, 76.5]",0.0,3930163,786,768,9640,,['8493d0cb-eecd-445b-82f9-d3a00646e369'],,1.0,1.0,
3829,48b8ad05-6446-47cc-b281-695a2fd60355,3717,2,00:43:53.640,88,53,Ball Recovery,127,England,From Goal Kick,Serbia,Strahinja Pavlović,Left Center Back,"[30.0, 21.6]",0.0,3930163,768,786,27719,,['780b7659-4a8d-427f-b455-3e4523cd2374'],,,,
3830,86ac99db-caa1-4a84-b92c-f81c1b2b4df7,3735,2,00:44:06.699,89,6,Ball Recovery,127,England,From Goal Kick,England,Conor Gallagher,Right Center Midfield,"[68.4, 26.6]",0.0,3930163,768,768,29399,,,,,,
3831,33aaa86c-fd8b-4df2-89f3-060c97062ebd,3830,2,00:46:04.417,91,4,Ball Recovery,129,England,From Free Kick,England,Conor Gallagher,Right Center Midfield,"[77.7, 28.3]",0.0,3930163,768,768,29399,,,,,,
3832,093f6e9e-ccda-4601-ae3c-285706824d35,3876,2,00:47:36.697,92,36,Ball Recovery,132,Serbia,From Throw In,Serbia,Strahinja Pavlović,Left Center Back,"[103.8, 27.6]",0.0,3930163,786,786,27719,,,,,1.0,
3833,705bc198-eb1e-4891-b8b2-39f252fc4a0e,3877,2,00:47:37.867,92,37,Ball Recovery,132,Serbia,From Throw In,England,Jarrod Bowen,Right Midfield,"[12.9, 61.3]",0.0,3930163,786,768,9640,,,,,,
3834,6e6f21f5-4418-45f6-8ca1-09f45eb6edf0,3880,2,00:47:40.523,92,40,Ball Recovery,132,Serbia,From Throw In,Serbia,Nikola Milenković,Center Back,"[77.1, 16.9]",0.0,3930163,786,786,5603,,['38450cf3-9ece-479f-aad8-ab4ab0764a19'],,,,
