Unnamed: 0,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,possession_team_id,team_id,player_id,foul_won_advantage,foul_won_penalty,foul_won_defensive,off_camera
21,83842b1f-0d81-4e80-9404-64c5ebfc2e1d,3339,2,00:43:39.492,88,39,Foul Won,108,England,Regular Play,England,Marc Guehi,Left Center Back,"[30.0, 21.1]",0.0,1.0,"['1c1e5ac6-3d17-43ae-bec5-889907591654', '681e1ff7-893e-4f41-81fd-3ac0a3ee275b']",3942819,768,768,34526,,,,
22,523b0186-fae1-45b8-aae5-a5ae606938b4,3481,2,00:49:30.533,94,30,Foul Won,113,Netherlands,Regular Play,England,Jude Bellingham,Left Attacking Midfield,"[68.7, 5.1]",0.0,1.0,['72cfe148-7380-4e42-b254-15c42b5fd9a6'],3942819,941,768,30714,,,,
23,b3faca9f-afea-47f1-8ab1-78fedeb5d5c3,450,1,00:09:29.599,9,29,Foul Won,19,England,From Throw In,England,Jude Bellingham,Left Wing,"[72.6, 10.6]",0.0,1.0,['8d505287-a875-41d9-997b-5c9c8b32cca9'],3943043,768,768,30714,,,,
24,e937480d-6a23-48ed-92f9-74aa242dc35d,453,1,00:10:15.682,10,15,Foul Won,20,England,From Free Kick,Spain,Aymeric Laporte,Left Center Back,"[13.7, 33.6]",0.0,1.0,['75af291a-dc50-4710-9bcd-081cb4314744'],3943043,768,772,4353,,,1.0,
25,9fd1e96d-7684-4d08-9889-162ee150edc2,748,1,00:19:29.975,19,29,Foul Won,32,Spain,From Throw In,Spain,Daniel Olmo Carvajal,Center Attacking Midfield,"[64.1, 40.6]",0.0,1.0,"['1fcdec9e-7927-460d-b668-8452c424fb6b', 'd1da193e-ab66-45cc-a2ff-ae61dcdb0fe4']",3943043,772,772,16532,1.0,,,
26,13d8d431-c7d5-4d81-aeb8-98a9d110d27b,778,1,00:20:03.472,20,3,Foul Won,32,Spain,From Throw In,Spain,Marc Cucurella Saseta,Left Back,"[80.2, 7.1]",0.0,1.0,"['669ca0e0-dec7-4a23-a9b9-e61c722b06da', 'fe4ee78d-4e23-46f6-9fcc-4d144683b20a']",3943043,772,772,17620,1.0,,,
27,ac25cceb-6322-4913-8318-aa33428ebab7,837,1,00:21:01.932,21,1,Foul Won,33,England,Regular Play,England,Phil Foden,Center Attacking Midfield,"[21.8, 73.6]",0.0,1.0,"['0b545c1e-8cb4-4451-a071-69127f189c9b', 'dc47c881-c6d1-49e5-ae13-e871d3ec8302']",3943043,768,768,4354,,,,
28,075a2848-1b37-4142-8192-6dc7e63c3842,911,1,00:23:20.833,23,20,Foul Won,39,Spain,From Corner,England,Bukayo Saka,Right Wing,"[43.8, 21.0]",0.0,1.0,['9e80ec67-7a62-4ce5-8807-db5b0f55e025'],3943043,772,768,22084,,,,
29,9b6209f1-0533-4b68-bbb7-fc5138b28df2,964,1,00:24:38.584,24,38,Foul Won,42,England,Regular Play,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[28.3, 30.0]",0.0,1.0,"['62387c1b-d2a2-4ed6-b225-f2ea658e5464', 'fb538032-230d-43b0-a57b-96d52747a583']",3943043,768,772,6655,,,1.0,
30,6603377a-8c6e-4c81-8b81-9950c011617b,1167,1,00:29:57.130,29,57,Foul Won,51,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[33.6, 42.6]",0.0,,['0117c288-22a0-47d9-be1c-b55c9f9a3601'],3943043,768,768,3943,,,1.0,
31,8554ecd2-583b-47ab-a11e-05036bed81ab,1186,1,00:31:43.520,31,43,Foul Won,52,England,From Free Kick,England,Jude Bellingham,Left Wing,"[56.4, 7.7]",0.0,1.0,['ed8f85a2-4894-4e2e-a985-14a9d990f506'],3943043,768,768,30714,,,,
32,0d590612-4f3d-4ab6-b4dc-34eab09d0b5b,1680,1,00:44:08.846,44,8,Foul Won,74,England,Regular Play,England,Kyle Walker,Right Back,"[91.3, 61.3]",0.0,1.0,['eddca033-e53d-46e5-909b-774b19937875'],3943043,768,768,3205,,,,
33,29978780-26b2-439e-9ba7-742276fc8d01,2012,2,00:07:31.372,52,31,Foul Won,90,Spain,From Throw In,Spain,Martín Zubimendi Ibáñez,Right Defensive Midfield,"[71.9, 36.9]",0.0,1.0,"['379b81f7-13a7-4a85-8ba2-7bbb30da96ef', 'a172a322-cfa6-42fe-9cc3-4deb2495c1bb']",3943043,772,772,24921,,,,
34,37a26f82-9f7d-49fd-9db9-ecb89beb247c,2163,2,00:10:46.423,55,46,Foul Won,93,England,From Goal Kick,England,Bukayo Saka,Right Wing,"[44.6, 69.7]",0.0,1.0,"['091176c8-8f68-4425-8232-b634faa68359', '72961058-43e9-4a8a-aa89-0457f2ff8bce']",3943043,768,768,22084,,,,
35,1e55ca46-2769-429f-9304-e52bd748ab22,2437,2,00:16:30.352,61,30,Foul Won,99,England,From Throw In,England,Bukayo Saka,Right Wing,"[99.5, 74.6]",0.0,1.0,['097dc9cf-def4-4f0a-91da-b3b6637a626c'],3943043,768,768,22084,,,,
36,e0fff86a-9b5f-4fd3-948f-c843af8f065a,2696,2,00:26:55.891,71,55,Foul Won,117,England,From Keeper,England,Jude Bellingham,Right Defensive Midfield,"[44.0, 58.1]",0.0,1.0,"['5ab61490-ff9d-4ae4-af8f-201556a30bbb', 'ec31c8b3-e6ca-4c4b-816d-8f4938a3bf66']",3943043,768,768,30714,1.0,,,
37,3bb3152e-92fe-485a-aa50-9e4f19387651,3277,2,00:45:54.151,90,54,Foul Won,142,England,From Goal Kick,Spain,José Ignacio Fernández Iglesias,Right Center Back,"[22.7, 20.3]",0.0,1.0,"['e22ee4ab-0068-4290-8e2a-c8ced47b1af0', 'e37a110e-5595-46a2-96fd-2822c62bf496']",3943043,768,772,5202,,,1.0,
38,1c7cd4b9-106b-4cd8-a5f0-e21ed22ab739,3291,2,00:47:08.964,92,8,Foul Won,144,England,Regular Play,England,Cole Palmer,Center Attacking Midfield,"[40.7, 71.3]",0.0,1.0,"['5e0ffd8e-4e1f-4422-8a63-3db1d8db7d37', 'd13f554a-7fc2-4fa0-9ee0-5fcd794b0705']",3943043,768,768,39461,,,,
39,d6f4cc0c-bedf-4038-a00e-709883999b47,3297,2,00:47:16.701,92,16,Foul Won,145,England,From Free Kick,England,Marc Guehi,Left Center Back,"[57.9, 34.6]",0.0,1.0,"['2228489b-41e4-4461-b3e8-824db8731553', '8067f484-65b4-45fa-bdd4-1efc7fb170b2']",3943043,768,768,34526,,,,
40,a2e2b9b3-ee13-4f0d-85dd-d711d081dc7f,3306,2,00:47:47.318,92,47,Foul Won,146,England,From Free Kick,Spain,Marc Cucurella Saseta,Left Back,"[14.6, 2.4]",0.0,,['8eab51fc-0835-4fdb-8fe2-9c38fc38c46b'],3943043,768,772,17620,,,1.0,
41,baa462d6-41ed-4488-a070-ea72380cf419,3310,2,00:48:49.145,93,49,Foul Won,147,Spain,From Free Kick,England,Marc Guehi,Left Center Back,"[21.7, 54.1]",0.0,1.0,['9be6bb15-7db5-483e-aee7-44430f07c38f'],3943043,772,768,34526,,,1.0,
143,7b995238-2859-43d1-a187-e6edc035e5c6,433,1,00:07:28.948,7,28,Foul Won,11,Denmark,From Keeper,England,Kieran Trippier,Left Back,"[1.7, 15.6]",0.0,1.0,['17172773-f8af-40e9-8824-d33f80318771'],3930171,776,768,3308,,,,
144,939f2f04-c9b8-4cee-96c4-93b9f35bb28c,1236,1,00:26:02.123,26,2,Foul Won,38,England,Regular Play,England,Bukayo Saka,Right Wing,"[68.1, 53.5]",0.0,1.0,['e96ae03b-a16e-4017-9827-264a73cec864'],3930171,768,768,22084,,,,
145,c06215f0-bde4-4dcf-a2ad-bece1d72292f,1457,1,00:32:28.310,32,28,Foul Won,43,Denmark,From Corner,England,Trent Alexander-Arnold,Right Defensive Midfield,"[10.0, 44.5]",0.0,1.0,['1a7b2062-f31f-458c-9ecd-5f7eeabc8466'],3930171,776,768,3664,,,1.0,
146,310a3803-d437-45d3-b136-23122bef96c8,1490,1,00:34:55.501,34,55,Foul Won,47,England,From Kick Off,Denmark,Morten Hjulmand,Right Defensive Midfield,"[35.1, 52.9]",0.0,1.0,['168d0447-4567-45bb-9d48-e6066d31c347'],3930171,768,776,8621,,,1.0,
147,b34c6f71-c841-47c8-9ed4-9726a8fbd20d,1527,1,00:36:17.848,36,17,Foul Won,50,Denmark,Regular Play,Denmark,Jonas Older Wind,Right Wing,"[64.4, 53.2]",0.0,1.0,['4633993c-23eb-4e0a-a295-44675bf0900f'],3930171,776,776,21261,,,,
148,51344bc4-219b-441f-b3d6-809fbc5feef8,2086,2,00:01:35.475,46,35,Foul Won,67,England,From Counter,England,Trent Alexander-Arnold,Right Defensive Midfield,"[32.9, 42.9]",0.0,1.0,['372fb676-56e1-4343-ba18-bbcd0dd4cfae'],3930171,768,768,3664,,,,
149,f9e99f09-f9f6-40af-931c-b45a64700bf7,2594,2,00:12:19.865,57,19,Foul Won,80,England,From Throw In,Denmark,Alexander Hartmann Bah,Right Wing Back,"[64.2, 69.7]",0.0,1.0,"['c580c50c-7344-46fb-9613-25ff5264d132', 'f9131b93-6bfb-4630-8f7c-ded54e471987']",3930171,768,776,24547,1.0,,1.0,
150,bbc47463-95a4-4fa9-a66e-8f568cb93737,2725,2,00:14:53.142,59,53,Foul Won,86,Denmark,Regular Play,Denmark,Pierre-Emile Højbjerg,Left Defensive Midfield,"[89.5, 2.5]",0.0,1.0,"['26f01903-7c64-4483-bf91-ff21734edd5b', '3f419048-1b17-4867-819e-9c04349d74a6']",3930171,776,776,3570,,,,
151,855a0d6c-54c8-4ab0-ae71-77d610c3771c,2746,2,00:15:55.725,60,55,Foul Won,88,Denmark,Regular Play,Denmark,Andreas Christensen,Left Center Back,"[55.4, 26.0]",0.0,1.0,['46ecfd13-ea9b-496e-bb45-39521555d968'],3930171,776,776,3959,,,1.0,
152,07690904-dfd2-4a7a-9d76-af25fcf983d5,2807,2,00:17:33.410,62,33,Foul Won,89,Denmark,From Free Kick,Denmark,Christian Dannemann Eriksen,Left Wing,"[80.9, 19.2]",0.0,1.0,['b62f6a28-062f-42d2-84db-3dda28054a4f'],3930171,776,776,3043,1.0,,,
153,f173368e-e603-4ea2-8617-53d15fce5d15,2844,2,00:17:59.459,62,59,Foul Won,90,England,Regular Play,Denmark,Rasmus Winther Højlund,Center Forward,"[92.2, 43.6]",0.0,1.0,['cafc5432-b796-42ec-bad7-1f7673464482'],3930171,768,776,51672,1.0,,1.0,
154,966297dc-45c2-49b8-90b6-ed28e143ccb6,3055,2,00:24:21.467,69,21,Foul Won,100,England,From Throw In,England,Eberechi Eze,Left Wing,"[64.5, 64.5]",0.0,1.0,"['2101d2b1-d806-44ad-bf26-fd3c8bf626d1', '964bdd66-aed0-4582-b60d-7301a585d5c2']",3930171,768,768,9000,,,,
155,3fa40a25-b36e-4060-b17b-8fd57dbf58b7,3224,2,00:27:33.700,72,33,Foul Won,104,Denmark,Regular Play,England,Jarrod Bowen,Right Wing,"[12.3, 72.4]",0.0,1.0,['24e10270-5c62-40fb-8826-7097e85d4cab'],3930171,776,768,9640,,,,
156,210f2736-efbb-440f-bbff-784fa02f4130,3296,2,00:30:33.800,75,33,Foul Won,112,England,Regular Play,Denmark,Jannik Vestergaard,Center Back,"[55.0, 23.1]",0.0,1.0,['4e054c32-72a8-4b3d-a2ae-c0af615dd48f'],3930171,768,776,8815,,,1.0,
157,954167e8-edda-4599-86c7-320e77dcc1d5,3417,2,00:34:20.336,79,20,Foul Won,121,England,From Throw In,England,Eberechi Eze,Left Wing,"[40.1, 8.5]",0.0,1.0,"['a07d5fbc-562d-4cab-b652-265fc87738ca', 'e943a6ee-6eab-410f-b398-bfa7f9929ec3']",3930171,768,768,9000,,,,
158,e83130a8-f304-4a73-af89-d60be9e4f411,3662,2,00:41:21.225,86,21,Foul Won,135,England,Regular Play,England,Conor Gallagher,Right Defensive Midfield,"[54.6, 17.9]",0.0,1.0,['5c6b4830-4e1a-4a1d-bf15-2b6682d5d407'],3930171,768,768,29399,,,,
159,950e9f06-3770-4703-bb11-491e19fae29f,3724,2,00:42:26.517,87,26,Foul Won,137,Denmark,Regular Play,England,Marc Guehi,Left Center Back,"[61.9, 38.5]",0.0,1.0,['6f848773-4278-4cf7-8542-9e5aefd2f417'],3930171,776,768,34526,,,1.0,
160,a6dd7529-6527-4ee0-ae62-01910338416d,3777,2,00:44:49.807,89,49,Foul Won,141,England,From Throw In,England,Eberechi Eze,Left Wing,"[61.4, 54.8]",0.0,1.0,['eca0a97e-2c82-48d7-99fd-c29d9665bb2d'],3930171,768,768,9000,,,1.0,
161,f6888634-a5be-4047-9918-39680c44c4b4,3783,2,00:45:08.436,90,8,Foul Won,142,England,From Free Kick,England,Jude Bellingham,Center Attacking Midfield,"[55.1, 28.1]",0.0,1.0,['91972085-880c-4ece-853c-2edc7fd92f4c'],3930171,768,768,30714,,,,
162,e20b0618-ada7-4598-b1d5-8c2065140b8c,3800,2,00:45:50.929,90,50,Foul Won,144,Denmark,Regular Play,England,Marc Guehi,Left Center Back,"[65.2, 26.9]",0.0,1.0,['8dbc3872-5ec0-49b6-b2fd-78fcf5d1386d'],3930171,776,768,34526,,,1.0,
163,d8b347a6-694e-461d-bec1-3627d0b50bd4,3840,2,00:47:06.612,92,6,Foul Won,146,Denmark,Regular Play,England,Kieran Trippier,Left Back,"[30.1, 14.8]",0.0,1.0,['a101c9be-1591-40f4-b843-56c39c443d60'],3930171,776,768,3308,,,1.0,
164,118ffa0c-3d08-49d6-98ba-dfd27940d057,815,1,00:17:38.669,17,38,Foul Won,22,Switzerland,From Keeper,Switzerland,Breel-Donald Embolo,Center Forward,"[53.0, 18.9]",0.0,1.0,['fa699955-ad2a-4ebd-b60e-b1f6e08b04ef'],3942227,773,773,5545,,,,
165,8349fc36-7484-4012-88c9-1bac74aa498e,849,1,00:18:15.088,18,15,Foul Won,24,England,Regular Play,England,Kyle Walker,Right Center Back,"[2.6, 56.4]",0.0,1.0,['01fc1da4-8a06-492f-a3ce-df9905bf8ab9'],3942227,768,768,3205,,,1.0,
166,d3e12a00-f8a2-4788-9667-27c1a3282c6e,976,1,00:21:58.775,21,58,Foul Won,32,England,Regular Play,England,Jude Bellingham,Left Attacking Midfield,"[75.6, 8.1]",0.286424,,['4f766268-f993-41c0-b550-8f1608e37812'],3942227,768,768,30714,,,1.0,
167,3d5644dc-7c7c-4152-b9c5-8f9cb61fb536,1112,1,00:25:13.397,25,13,Foul Won,37,England,Regular Play,England,Kobbie Mainoo,Right Defensive Midfield,"[30.2, 45.8]",0.0,1.0,['4de6b7cb-d2e3-4d34-8247-904150211a03'],3942227,768,768,99174,,,,
168,0a91e861-4bef-461b-8b68-800be1d8bf7e,1387,1,00:31:42.931,31,42,Foul Won,45,England,Regular Play,England,Jude Bellingham,Left Attacking Midfield,"[64.6, 1.8]",0.0,1.0,['5137a36f-4603-48fc-9145-f6d65db3e7f2'],3942227,768,768,30714,,,,
169,178f3c89-79eb-4b1b-8ee8-dfb39f5394b3,1411,1,00:32:55.891,32,55,Foul Won,46,England,From Free Kick,Switzerland,Granit Xhaka,Left Defensive Midfield,"[20.9, 27.1]",0.0,1.0,['a1ba462e-ab18-4c12-9591-080cd0f41d05'],3942227,768,773,3500,,,1.0,
170,82588116-5a4c-423b-bf2a-19859aea0a22,2146,2,00:03:05.548,48,5,Foul Won,66,England,Regular Play,England,Bukayo Saka,Right Wing Back,"[56.5, 76.6]",0.0,1.0,"['9dbfaff9-883a-40f6-8b08-b97705f9d3a5', 'bbcf812c-06ff-4449-8432-3ac206a723ed']",3942227,768,768,22084,,,,
171,d018ed25-09e6-4b6a-afa3-afb3310db3a4,2178,2,00:03:50.212,48,50,Foul Won,68,Switzerland,From Keeper,Switzerland,Ruben Vargas,Left Attacking Midfield,"[47.9, 18.1]",0.0,1.0,"['7d4fb7ff-cd23-4fc9-8a94-8e329eebfaff', 'b892cf0e-5f72-49e2-9f52-b0b596b12715']",3942227,773,773,30401,,,,
172,4a6f20a4-6b60-4e52-9097-0cb7602e3851,2300,2,00:07:59.192,52,59,Foul Won,73,Switzerland,From Free Kick,England,Ezri Konsa Ngoyo,Left Center Back,"[70.7, 11.8]",0.0,1.0,['7c922c60-d5c3-4133-88ec-8f904f0ddb81'],3942227,773,768,3822,,,1.0,
173,9ad0b9f6-665e-4a99-8192-a70af4498dcd,2388,2,00:10:24.265,55,24,Foul Won,79,Switzerland,Regular Play,Switzerland,Manuel Obafemi Akanji,Center Back,"[46.9, 28.1]",0.0,1.0,['8d6c4e70-7cdf-4a24-98bc-056689ac6291'],3942227,773,773,5549,,,,
174,5c420c3d-83ad-4c35-97e6-9fd1786aeb87,2441,2,00:11:42.075,56,42,Foul Won,84,England,Regular Play,England,Ezri Konsa Ngoyo,Left Center Back,"[58.9, 10.5]",0.0,1.0,['95893e35-4907-425e-94ff-467fa048e183'],3942227,768,768,3822,,,,
175,b5ff6765-3c34-483c-8ead-557bbb1286bc,2657,2,00:17:30.182,62,30,Foul Won,92,England,From Counter,England,Harry Kane,Center Forward,"[42.7, 51.1]",0.0,1.0,['1843b9b6-673e-4aa7-9246-f4499bf7cbaa'],3942227,768,768,10955,,,,
176,ae32dfa4-92c6-442e-affc-2b0b7240f06e,2773,2,00:21:36.492,66,36,Foul Won,95,England,From Goal Kick,Switzerland,Manuel Obafemi Akanji,Center Back,"[60.5, 50.6]",0.0,1.0,['5449c4e8-7816-4c04-8238-5ca3af41bf73'],3942227,768,773,5549,,,1.0,
177,4988a85a-b2ec-4bdb-b7e4-ab2b74a68b87,2908,2,00:24:56.705,69,56,Foul Won,100,England,From Throw In,England,Harry Kane,Center Forward,"[49.5, 71.2]",0.0,1.0,['1c30e18f-09db-434d-83af-10b81f531bce'],3942227,768,768,10955,,,1.0,
178,f0d71602-b82b-4161-a596-8652dd237d4a,3011,2,00:27:18.431,72,18,Foul Won,104,England,From Throw In,Switzerland,Granit Xhaka,Left Defensive Midfield,"[2.9, 69.8]",0.0,1.0,['358d38fc-1dd3-450b-8602-a15bc311c065'],3942227,768,773,3500,,,1.0,
179,7fdef76d-6c6f-48a2-b2a3-939045184b37,3312,2,00:37:50.315,82,50,Foul Won,114,England,From Throw In,Switzerland,Breel-Donald Embolo,Center Forward,"[41.4, 30.3]",0.0,1.0,['13ac99ed-2ce9-4e36-a8f5-fc5cab1976a4'],3942227,768,773,5545,,,,
180,6224f248-8c96-4a6a-a5da-1a38af98d9f4,3372,2,00:39:27.099,84,27,Foul Won,117,England,Regular Play,England,Cole Palmer,Left Attacking Midfield,"[51.1, 14.8]",0.0,1.0,['95cd741c-a58f-4564-8afa-843fc9b09f4a'],3942227,768,768,39461,,,,
181,912ceb16-9c1f-4076-a41e-e292f07d9485,3518,2,00:43:26.861,88,26,Foul Won,122,England,Regular Play,England,Cole Palmer,Left Attacking Midfield,"[100.9, 7.7]",0.0,1.0,['33ff76de-79be-4c6f-8e1d-8697a80733ec'],3942227,768,768,39461,,,,
182,4bf08fac-c288-4553-b5ae-ae9db47b4b07,3752,3,00:02:13.319,92,13,Foul Won,132,Switzerland,Regular Play,Switzerland,Breel-Donald Embolo,Center Forward,"[79.8, 26.7]",0.0,1.0,['5f592aeb-7e3d-4408-904a-dc036eef0c29'],3942227,773,773,5545,1.0,,,
183,7ee7804b-c064-4a52-9b5e-62e3b9671148,3789,3,00:02:54.439,92,54,Foul Won,132,Switzerland,Regular Play,England,Phil Foden,Right Attacking Midfield,"[53.9, 56.0]",0.0,1.0,"['6ca9c364-4c47-49ac-89d3-83f5057826cd', 'b06883ad-6d50-462d-993a-8b3d8258210d']",3942227,773,768,4354,1.0,,1.0,
184,4b470a40-3dc9-40ae-a8e6-c6505b72e9aa,4071,3,00:09:06.238,99,6,Foul Won,138,England,From Counter,England,Eberechi Eze,Left Wing Back,"[69.1, 11.5]",0.0,1.0,['8aac87a4-9693-402e-a217-b280834f0187'],3942227,768,768,9000,,,,
185,ba27d8e3-d4ef-4806-8ccd-01733c5955e4,4211,3,00:12:56.107,102,56,Foul Won,142,England,Regular Play,England,Bukayo Saka,Right Wing Back,"[29.5, 51.7]",0.0,1.0,['2d6b1740-c078-4100-9c99-13bd089b3c03'],3942227,768,768,22084,,,,
186,1a708d81-ca44-42a7-a368-81d3d812f8ee,4736,4,00:12:05.224,117,5,Foul Won,158,Switzerland,Regular Play,Switzerland,Xherdan Shaqiri,Center Forward,"[50.8, 74.5]",0.0,1.0,['16965123-cf35-4ab8-87ab-b99375e33ab2'],3942227,773,773,3533,,,,
376,03d0999c-a26c-4c6a-9f1e-bb5b6fbfaf12,163,1,00:02:50.165,2,50,Foul Won,6,Slovakia,Regular Play,Slovakia,David Strelec,Center Forward,"[68.2, 65.5]",0.0,1.0,['64a94f68-8a81-484c-b83a-3569cd5d1bc3'],3941017,908,908,43976,,,,
377,bc9ddfa6-1729-4a6e-9333-cdba6f08595a,286,1,00:06:07.084,6,7,Foul Won,10,England,From Goal Kick,Slovakia,Ondrej Duda,Left Center Midfield,"[12.7, 26.1]",0.0,1.0,['9a007354-c99e-4b06-a147-f9bbdd9b2e23'],3941017,768,908,8967,,,1.0,
378,351c2c0f-c175-4735-b8a4-b383be6c9ad2,538,1,00:11:29.652,11,29,Foul Won,15,Slovakia,From Goal Kick,Slovakia,Ondrej Duda,Left Center Midfield,"[89.4, 17.7]",0.0,1.0,['f4e8d24a-f391-4669-a64f-d78115193067'],3941017,908,908,8967,,,,
379,13cbcc17-c5aa-4a78-be18-6473d94ea46c,546,1,00:12:31.514,12,31,Foul Won,17,England,Regular Play,England,Kieran Trippier,Left Back,"[30.0, 27.7]",0.0,1.0,['c60ab716-6dd1-4650-805b-408761ef7dfa'],3941017,768,768,3308,,,,
380,007e7be9-57d0-4ab9-9569-ed5a159be7c1,623,1,00:14:15.388,14,15,Foul Won,19,England,From Throw In,England,Phil Foden,Left Wing,"[57.4, 18.5]",0.0,1.0,['08ce1003-05ff-44d2-80e8-d121ddb41c8a'],3941017,768,768,4354,,,,
381,26229a18-3b46-4ec5-9a4e-87ef1d21675c,707,1,00:16:05.279,16,5,Foul Won,21,Slovakia,From Throw In,Slovakia,Lukáš Haraslín,Left Wing,"[48.4, 21.2]",0.0,1.0,['8cd58973-9cef-4e82-95c3-7eaa576dbabd'],3941017,908,908,7975,,,,
382,e4191738-359f-4eac-be3d-b127b728f953,1448,1,00:34:35.625,34,35,Foul Won,45,England,From Corner,Slovakia,Martin Dúbravka,Goalkeeper,"[2.1, 41.1]",0.0,1.0,['ba707624-2495-41a5-9172-8a41d7d9b826'],3941017,768,908,3711,,,1.0,
383,2b66d841-1451-4104-a44e-af7d82474264,1539,1,00:37:27.653,37,27,Foul Won,50,England,Regular Play,England,Jude Bellingham,Center Attacking Midfield,"[97.9, 76.2]",0.0,1.0,"['51fbd0d1-ecff-4edc-b507-50a858499f22', '7b8bcfa4-1307-417a-9c64-b5c8d84bcfdc']",3941017,768,768,30714,,,1.0,
384,92322ee7-a5b8-40c0-a696-854025835f76,1668,1,00:43:33.146,43,33,Foul Won,56,England,Regular Play,England,John Stones,Right Center Back,"[43.9, 70.1]",0.0,1.0,"['03d96de5-d25e-4f04-8f6b-a00721e9f228', '88172877-78ae-4315-a2e6-859ac5d40b86']",3941017,768,768,3244,,,,
385,939e0bc7-4774-409b-aaf6-41e368390426,1693,1,00:44:11.323,44,11,Foul Won,57,England,From Free Kick,England,Bukayo Saka,Right Wing,"[61.2, 71.9]",0.0,1.0,"['adcdcbaf-1c2c-45af-9cdd-cc880216ec12', 'd6a58620-7322-4e56-9d22-feceb09d075e']",3941017,768,768,22084,,,,
386,323141ef-7482-4ccc-bba4-3df183bdfdd1,1753,1,00:45:11.491,45,11,Foul Won,58,England,From Free Kick,England,Jude Bellingham,Center Attacking Midfield,"[60.7, 53.3]",0.0,1.0,['937e7804-27d1-43c1-966a-d3939f2d36f2'],3941017,768,768,30714,,,,
387,73324a95-be79-4649-940a-7c75486b00be,1782,1,00:45:57.652,45,57,Foul Won,59,England,From Free Kick,England,Bukayo Saka,Right Wing,"[100.5, 71.9]",0.0,1.0,['dda4dd1e-49a5-4ae3-8e17-d77f0cd9514a'],3941017,768,768,22084,,,,
388,a6a8037c-9e3b-4441-9f2c-b8c4dd21e12c,1830,1,00:48:29.327,48,29,Foul Won,62,England,From Corner,Slovakia,Ondrej Duda,Left Center Midfield,"[8.7, 40.2]",0.0,1.0,['17524267-a786-4440-b254-f1ecbee774b9'],3941017,768,908,8967,,,1.0,
389,9e3bfa10-8b8a-45f5-948b-b3b43a70ec1a,1995,2,00:03:05.587,48,5,Foul Won,68,Slovakia,From Throw In,England,Marc Guehi,Left Center Back,"[49.8, 31.1]",0.0,1.0,['38a8087a-3f4e-4884-b20f-c797180c7855'],3941017,908,768,34526,1.0,,1.0,
390,e3772b13-276b-4653-bc6f-dc7950ff50da,2172,2,00:08:50.493,53,50,Foul Won,76,England,Regular Play,England,Kyle Walker,Right Back,"[71.6, 77.6]",0.0,1.0,"['2dbaff7c-bcda-4d82-a145-bf3685515011', '7d8e367f-36a8-4831-aceb-8e28a2fb75bf']",3941017,768,768,3205,,,,
391,03a374c4-aca9-4a09-9a56-2bd0a222c1b4,2439,2,00:13:42.306,58,42,Foul Won,87,England,Regular Play,England,Kobbie Mainoo,Right Defensive Midfield,"[99.9, 27.3]",0.0,1.0,['2c8c490c-ce34-469a-a8f3-5b8fd976cc7e'],3941017,768,768,99174,,,,
392,28f52a42-8191-4ce7-8cf5-901a95e24322,2544,2,00:19:50.022,64,50,Foul Won,94,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[17.2, 36.9]",0.0,1.0,['cc263d59-ce64-4197-b4bc-156635a55e01'],3941017,768,768,3943,,,1.0,
393,ea5ad361-76e2-4dc7-b574-7e78f63a3431,2615,2,00:21:36.073,66,36,Foul Won,95,England,From Free Kick,England,Marc Guehi,Left Center Back,"[48.2, 30.7]",0.0,1.0,"['6edf97f8-869e-40eb-97a0-92c132e7f177', 'a06a1ba9-634b-453c-9374-92f60917b4b6']",3941017,768,768,34526,,,,
394,9cd835be-de3c-4aea-9fd8-cd2f09cf54c0,3012,2,00:31:32.881,76,32,Foul Won,106,England,From Throw In,England,Phil Foden,Left Wing,"[81.5, 5.8]",0.0,1.0,['ebbc5edf-3d7d-40e7-9a94-5c7f3b9478d1'],3941017,768,768,4354,,,1.0,
395,0b4115ec-f34a-40e3-a349-6402aa3c3c86,3217,2,00:37:57.440,82,57,Foul Won,120,England,Regular Play,England,John Stones,Right Center Back,"[56.4, 46.4]",0.0,1.0,['677acb61-5504-427c-ac20-a8637838a1a4'],3941017,768,768,3244,,,,
396,897d6448-0fe2-4978-85f6-5ad087dfaf73,3265,2,00:39:11.387,84,11,Foul Won,121,England,From Free Kick,England,Jude Bellingham,Center Attacking Midfield,"[97.8, 68.5]",0.0,1.0,['e11515da-63d9-4a7e-b18d-9dd47720fdff'],3941017,768,768,30714,,,,
397,17596cc1-a8c8-4f84-b3a8-99c393575fc2,3422,2,00:42:59.451,87,59,Foul Won,129,England,From Corner,Slovakia,Stanislav Lobotka,Center Defensive Midfield,"[16.3, 55.3]",0.0,1.0,['3a162af8-27dd-4300-8d49-f0c62ff2d07d'],3941017,768,908,6798,,,1.0,
398,8e8d3eaa-66b8-4785-895a-797c19a9653f,3685,3,00:00:15.622,90,15,Foul Won,144,England,From Kick Off,England,Ivan Toney,Left Center Forward,"[117.7, 74.1]",0.0,1.0,['5383b179-0e17-49fe-bd0b-bea464b84d45'],3941017,768,768,3834,,,,
