Unnamed: 0,id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,possession_team_id,team_id,player_id,out,miscontrol_aerial_won,off_camera
833,a297db82-04c5-49df-b2bd-877bdb0462e7,3206,2,00:34:09.460,79,9,Miscontrol,111,Slovenia,From Throw In,Slovenia,Petar Stojanović,Right Midfield,"[83.5, 77.1]",0.0,,,3930181,944,944,16528,,,1.0
834,d07e75fa-d458-4ca5-becb-570d4aebfde2,3487,2,00:41:15.058,86,15,Miscontrol,125,Slovenia,Regular Play,Slovenia,Josip Iličić,Left Center Forward,"[85.1, 23.9]",0.0,1.0,['83da931a-afcb-4f64-af5b-76d25ad710c4'],3930181,944,944,7139,,,
835,1e4be692-dcf6-42f9-a6ee-3cfdf653289d,3575,2,00:44:39.907,89,39,Miscontrol,130,England,Regular Play,England,Anthony Gordon,Left Wing,"[76.9, 3.1]",0.0,,,3930181,768,768,28104,1.0,,
836,31fee63f-8b7b-47cf-91ad-93a286ef29f0,3664,2,00:47:56.616,92,56,Miscontrol,137,England,From Throw In,England,Trent Alexander-Arnold,Right Back,"[102.4, 54.0]",0.0,,,3930181,768,768,3664,,,
837,842c232b-7a45-4587-891b-2d7b1002ef51,3668,2,00:48:01.635,93,1,Miscontrol,137,England,From Throw In,Slovenia,Petar Stojanović,Right Midfield,"[50.8, 42.8]",0.0,,,3930181,768,944,16528,,,
999,ff91fe61-c5de-4b09-a7a9-206bcf6a43bf,139,1,00:01:58.481,1,58,Miscontrol,4,England,Regular Play,England,Kieran Trippier,Left Back,"[86.8, 14.4]",0.0,,,3930163,768,768,3308,,,
1000,9485f113-1550-4640-a586-8e8ff0f4a7ca,280,1,00:04:40.277,4,40,Miscontrol,5,England,From Free Kick,England,Phil Foden,Left Wing,"[106.6, 34.9]",0.0,,,3930163,768,768,4354,,,
1001,bd7c751d-836b-4e40-99db-2f73726d26a6,340,1,00:06:32.047,6,32,Miscontrol,8,England,Regular Play,England,Trent Alexander-Arnold,Right Defensive Midfield,"[60.8, 37.0]",0.0,,,3930163,768,768,3664,,,
1002,70a3cfd7-9a68-448e-add7-aaeb8aec5b78,477,1,00:10:33.180,10,33,Miscontrol,15,Serbia,From Free Kick,Serbia,Sergej Milinković-Savić,Left Attacking Midfield,"[70.0, 4.7]",0.0,,,3930163,786,786,5589,1.0,,
1003,c03c5c5d-f250-4163-804b-1b43794999d9,962,1,00:19:32.402,19,32,Miscontrol,28,Serbia,From Throw In,Serbia,Dušan Vlahović,Right Attacking Midfield,"[91.1, 55.6]",0.0,1.0,['ff13a2c5-6893-4b73-a4d6-5c84ecd0954e'],3930163,786,786,18015,,,
1004,a815fc27-fe53-49c4-b030-36eee7539dca,971,1,00:19:37.946,19,37,Miscontrol,29,England,Regular Play,England,Trent Alexander-Arnold,Right Defensive Midfield,"[27.6, 32.1]",0.0,1.0,['53312c39-ad35-44cf-b7c1-60d9104d4e44'],3930163,768,768,3664,,,
1005,48ba9655-977a-4bc8-9a21-0e1ac3a1f054,987,1,00:21:10.093,21,10,Miscontrol,32,England,From Free Kick,England,Declan Rice,Left Defensive Midfield,"[110.0, 32.3]",0.0,,,3930163,768,768,3943,1.0,,
1006,63b223ef-6422-4096-b1a4-7ae08ba9513d,1008,1,00:21:53.699,21,53,Miscontrol,33,Serbia,From Goal Kick,England,Jude Bellingham,Center Attacking Midfield,"[80.6, 18.2]",0.0,1.0,['878db321-1849-464c-a69d-fa4c2b90e9e2'],3930163,786,768,30714,,,
1007,a20e9b27-468c-4e84-8e93-a8bc6ee0b319,1824,1,00:42:25.767,42,25,Miscontrol,55,England,From Throw In,Serbia,Sergej Milinković-Savić,Left Center Midfield,"[98.6, 25.7]",0.0,,,3930163,768,786,5589,,,
1008,3c1ed812-b482-4f37-938b-7d7e4fd6d0ec,1874,1,00:44:04.191,44,4,Miscontrol,56,Serbia,From Throw In,Serbia,Aleksandar Mitrović,Left Center Forward,"[71.7, 33.8]",0.0,,,3930163,786,786,4269,,,
1009,108e78a2-a3fc-487a-b847-4e52e0622bed,2527,2,00:08:14.077,53,14,Miscontrol,78,England,Regular Play,England,Phil Foden,Left Wing,"[66.7, 59.4]",0.0,1.0,['9f646833-bfd8-47e7-89db-f83d12ebf343'],3930163,768,768,4354,1.0,,
1010,bcc884cd-8700-4bcb-9648-71467cc2755c,3007,2,00:19:43.771,64,43,Miscontrol,91,Serbia,From Throw In,Serbia,Luka Jović,Left Center Forward,"[105.0, 44.9]",0.0,,,3930163,786,786,6319,,,
1011,61d8837e-49bd-493e-bc18-03facc5b174a,3338,2,00:32:26.123,77,26,Miscontrol,108,Serbia,From Goal Kick,Serbia,Veljko Birmančević,Right Wing Back,"[112.2, 70.8]",0.0,,,3930163,786,786,28075,,,
1012,c617220c-0faf-4727-b89b-10beeb3e1896,3674,2,00:42:47.014,87,47,Miscontrol,125,Serbia,Regular Play,England,Harry Kane,Center Forward,"[37.5, 46.2]",0.0,1.0,['043cefae-c77b-440b-a062-ee531311ce84'],3930163,786,768,10955,,,
1013,10ea12d4-a2e9-4033-8b45-528306573609,3829,2,00:46:03.642,91,3,Miscontrol,129,England,From Free Kick,Serbia,Ivan Ilić,Right Defensive Midfield,"[41.6, 53.3]",0.0,1.0,['f6a13c39-59f2-4001-8af8-ce821afe4cb7'],3930163,768,786,30179,,,
1014,338704aa-b413-4d5b-bb07-b6323972af30,3836,2,00:46:47.164,91,47,Miscontrol,130,England,From Free Kick,England,Jarrod Bowen,Right Midfield,"[105.8, 67.1]",0.0,,,3930163,768,768,9640,1.0,,
